GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
codenameone-core-unittests,com.codename1.io.services,RSSService.new XMLParser() {...},167,0,38,0,33,0,24,0,5,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService,1049,46,109,3,260,23,91,11,35,11
codenameone-core-unittests,com.codename1.io.services,TwitterRESTService,162,0,4,0,36,0,12,0,10,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},42,0,2,0,7,0,3,0,2,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},55,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},45,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},60,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},67,0,6,0,10,0,5,0,2,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},23,0,2,0,6,0,3,0,2,0
codenameone-core-unittests,com.codename1.io.services,TwitterRESTService.new ConnectionRequest() {...},23,0,2,0,6,0,3,0,2,0
codenameone-core-unittests,com.codename1.io.services,RSSService,277,0,24,0,69,0,23,0,11,0
codenameone-core-unittests,com.codename1.io.services,RSSService.new RuntimeException() {...},6,0,0,0,1,0,1,0,1,0
codenameone-core-unittests,com.codename1.io.services,CachedData,2,84,0,0,1,29,1,14,1,14
codenameone-core-unittests,com.codename1.io.services,CachedDataService,14,111,8,8,6,32,9,6,1,6
codenameone-core-unittests,com.codename1.io.tar,TarOutputStream,71,110,7,9,9,31,7,8,1,6
codenameone-core-unittests,com.codename1.io.tar,Octal,3,174,1,19,1,36,2,13,1,4
codenameone-core-unittests,com.codename1.io.tar,TarConstants,3,0,0,0,1,0,1,0,1,0
codenameone-core-unittests,com.codename1.io.tar,TarInputStream,191,139,34,14,47,35,29,7,8,4
codenameone-core-unittests,com.codename1.io.tar,TarUtils,95,0,12,0,22,0,10,0,4,0
codenameone-core-unittests,com.codename1.io.tar,TarEntry,213,353,8,10,50,76,22,15,17,11
codenameone-core-unittests,com.codename1.io.tar,TarHeader,5,109,3,9,1,24,3,6,0,3
codenameone-core-unittests,com.codename1.ui.spinner,BaseSpinner.new Label() {...},11,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.NumberModelAdapter,55,0,0,0,20,0,11,0,11,0
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.DateModelAdapter,116,0,4,0,33,0,13,0,11,0
codenameone-core-unittests,com.codename1.ui.spinner,DateTimeSpinner,457,0,42,0,87,0,38,0,17,0
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerRenderer,256,132,35,1,55,7,21,3,3,3
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNode.new SelectionListener() {...},35,0,10,0,6,0,7,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNode.new NodePainter() {...},68,0,0,0,11,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNode.new Label() {...},22,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNode.new DataChangedListener() {...},10,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner3D,1327,0,114,0,252,0,92,0,35,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.new ActionListener() {...},71,0,2,0,13,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.new VirtualInputDevice() {...},49,0,4,0,9,0,4,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.new ActionListener() {...},1418,6,168,0,289,1,99,1,10,1
codenameone-core-unittests,com.codename1.ui.spinner,Picker.new Runnable() {...},108,0,6,0,19,0,5,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner3D.new SpinnerNode.RowFormatter() {...},31,0,2,0,7,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner3D.new SpinnerNode.RowFormatter() {...},15,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner3D.new SpinnerNode.RowFormatter() {...},15,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Spinner,835,167,111,4,199,44,80,7,19,6
codenameone-core-unittests,com.codename1.ui.spinner,CalendarPicker,34,0,0,0,11,0,4,0,4,0
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.ScrollingContainer,12,0,0,0,5,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,DateTimeSpinner3D,669,0,56,0,141,0,58,0,30,0
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D,385,0,22,0,83,0,25,0,14,0
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner,499,0,50,0,114,0,47,0,22,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new ActionListener() {...},21,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new ActionListener() {...},21,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new Runnable() {...},30,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new Runnable() {...},16,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new Command() {...},19,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new InteractionDialog() {...},51,0,8,0,14,0,7,0,3,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new ActionListener() {...},21,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new ActionListener() {...},21,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner.new SpinnerRenderer() {...},73,0,10,0,13,0,7,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.1.new ActionListener() {...},34,0,2,0,5,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerDateModel,218,0,2,0,54,0,14,0,13,0
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNumberModel,66,186,4,8,17,43,10,13,6,11
codenameone-core-unittests,com.codename1.ui.spinner,Picker.3.new Runnable() {...},28,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner,717,0,92,0,178,0,67,0,21,0
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner3D,889,0,116,0,205,0,86,0,28,0
codenameone-core-unittests,com.codename1.ui.spinner,NumericSpinner,74,236,5,27,7,56,8,24,3,13
codenameone-core-unittests,com.codename1.ui.spinner,Spinner.new SpinnerRenderer() {...},13,45,3,3,1,9,3,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,GenericSpinner,704,0,78,0,143,0,67,0,28,0
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNode,1109,0,71,0,231,0,68,0,32,0
codenameone-core-unittests,com.codename1.ui.spinner,BaseSpinner,117,24,8,0,32,7,11,2,7,2
codenameone-core-unittests,com.codename1.ui.spinner,DateTimeRenderer,556,0,39,0,87,0,33,0,11,0
codenameone-core-unittests,com.codename1.ui.spinner,DurationSpinner3D,564,0,46,0,100,0,28,0,5,0
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.new ScrollListener() {...},13,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.new ScrollListener() {...},12,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.new Scene() {...},32,0,0,0,7,0,3,0,3,0
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.new Spinner3D.ScrollingContainer() {...},96,0,4,0,16,0,7,0,5,0
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner3D.new SpinnerNode.RowFormatter() {...},15,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner3D.new SpinnerNode.RowFormatter() {...},30,0,4,0,8,0,4,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner3D.new SpinnerNode.RowFormatter() {...},15,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.4.new Runnable() {...},25,0,2,0,6,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker,494,380,74,35,138,93,89,30,45,16
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner.new SpinnerRenderer() {...},34,0,6,0,6,0,5,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner.new SpinnerRenderer() {...},29,0,6,0,7,0,5,0,2,0
codenameone-core-unittests,com.codename1.messaging,Message,12,88,4,8,5,25,9,11,5,9
codenameone-core-unittests,com.codename1.location,Location,126,86,8,0,31,21,22,8,18,8
codenameone-core-unittests,com.codename1.location,Geofence.new Comparator() {...},30,0,4,0,4,0,4,0,2,0
codenameone-core-unittests,com.codename1.location,Geofence.new Comparator() {...},7,37,3,1,0,4,2,2,0,2
codenameone-core-unittests,com.codename1.location,LocationRequest,21,16,0,0,6,7,3,2,3,2
codenameone-core-unittests,com.codename1.location,Location.new Comparator() {...},30,0,4,0,4,0,4,0,2,0
codenameone-core-unittests,com.codename1.location,LocationManager.LL,43,31,7,1,15,11,5,4,1,4
