GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
codenameone-core-unittests,com.codename1.io.services,RSSService.new XMLParser() {...},62,105,19,19,12,21,15,9,1,4
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService,491,604,63,49,112,171,60,42,15,31
codenameone-core-unittests,com.codename1.io.services,TwitterRESTService,16,146,2,2,7,29,5,7,3,7
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},22,20,1,1,3,4,1,2,0,2
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},0,55,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},0,45,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},0,60,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},28,39,4,2,3,7,3,2,0,2
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},0,23,1,1,0,6,1,2,0,2
codenameone-core-unittests,com.codename1.io.services,TwitterRESTService.new ConnectionRequest() {...},0,23,1,1,0,6,1,2,0,2
codenameone-core-unittests,com.codename1.io.services,RSSService,92,185,12,12,22,47,14,9,5,6
codenameone-core-unittests,com.codename1.io.services,RSSService.new RuntimeException() {...},0,6,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.io.services,CachedData,2,84,0,0,1,29,1,14,1,14
codenameone-core-unittests,com.codename1.io.services,CachedDataService,1,131,6,12,1,40,6,10,0,7
codenameone-core-unittests,com.codename1.io.tar,TarOutputStream,71,110,7,9,9,31,7,8,1,6
codenameone-core-unittests,com.codename1.io.tar,Octal,3,174,0,20,1,36,1,14,1,4
codenameone-core-unittests,com.codename1.io.tar,TarConstants,0,3,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.io.tar,TarInputStream,87,243,17,31,22,60,19,17,6,6
codenameone-core-unittests,com.codename1.io.tar,TarUtils,57,38,10,2,11,11,7,3,1,3
codenameone-core-unittests,com.codename1.io.tar,TarEntry,135,431,5,13,30,96,19,18,15,13
codenameone-core-unittests,com.codename1.io.tar,TarHeader,5,109,3,9,1,24,3,6,0,3
codenameone-core-unittests,com.codename1.ui.spinner,BaseSpinner.new Label() {...},4,7,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.NumberModelAdapter,16,39,0,0,5,15,3,8,3,8
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.DateModelAdapter,71,45,4,0,17,16,5,8,3,8
codenameone-core-unittests,com.codename1.ui.spinner,DateTimeSpinner,412,45,40,2,74,13,35,3,14,3
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerRenderer,195,193,26,10,39,23,17,7,2,4
