GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
codenameone-core-unittests,com.codename1.io.webauthn,PublicKeyCredentialRequestOptions.Builder,59,94,10,6,13,24,9,7,0,6
codenameone-core-unittests,com.codename1.io.webauthn,WebAuthnClient.CreateRunnable,27,33,1,1,5,12,1,2,0,2
codenameone-core-unittests,com.codename1.io.webauthn,PublicKeyCredential,36,184,11,23,7,42,12,17,1,11
codenameone-core-unittests,com.codename1.io.webauthn,PublicKeyCredentialCreationOptions.Builder,49,246,11,17,11,61,10,15,0,9
codenameone-core-unittests,com.codename1.io.webauthn,PublicKeyCredentialCreationOptions,42,144,12,14,8,35,12,12,0,11
codenameone-core-unittests,com.codename1.io.webauthn,WebAuthnException,2,38,3,3,0,12,3,4,0,4
codenameone-core-unittests,com.codename1.io.webauthn,PublicKeyCredentialRequestOptions,34,66,5,5,5,17,6,7,1,7
codenameone-core-unittests,com.codename1.io.webauthn,WebAuthnClient,10,112,5,11,2,28,5,10,0,7
codenameone-core-unittests,com.codename1.io.webauthn,WebAuthnClient.GetRunnable,24,36,0,2,5,12,0,3,0,2
codenameone-core-unittests,com.codename1.io.tar,TarOutputStream,71,110,7,9,9,31,7,8,1,6
codenameone-core-unittests,com.codename1.io.tar,TarConstants,0,3,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.io.tar,TarInputStream,87,243,17,31,22,60,19,17,6,6
codenameone-core-unittests,com.codename1.io.tar,TarUtils,54,38,10,2,10,11,6,3,0,3
codenameone-core-unittests,com.codename1.io.tar,TarHeader,5,109,3,9,1,24,3,6,0,3
codenameone-core-unittests,com.codename1.io.tar,Octal,0,174,0,20,0,36,0,14,0,4
codenameone-core-unittests,com.codename1.io.tar,TarEntry,151,431,7,13,34,96,22,18,17,13
codenameone-core-unittests,com.codename1.gaming,GameCamera,15,388,2,4,7,85,3,17,1,16
codenameone-core-unittests,com.codename1.gaming,SoundPool.1.new Runnable() {...},18,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.gaming,VirtualButton,32,142,4,8,0,34,4,16,0,14
codenameone-core-unittests,com.codename1.gaming,GameInput,0,154,1,9,0,48,1,21,0,17
codenameone-core-unittests,com.codename1.gaming,Scene,0,87,1,3,0,27,1,14,0,13
codenameone-core-unittests,com.codename1.gaming,SpriteSheet,10,131,3,9,2,25,3,11,0,8
codenameone-core-unittests,com.codename1.gaming,GameView.new ActionListener() {...},17,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.gaming,GameView.new ActionListener() {...},17,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.gaming,GameView.new ActionListener() {...},17,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.gaming,Model,4,190,0,0,2,51,1,20,1,20
codenameone-core-unittests,com.codename1.gaming,TouchControls,94,390,20,44,18,79,18,33,1,18
codenameone-core-unittests,com.codename1.gaming,SoundPool,74,106,4,6,15,33,12,15,8,14
codenameone-core-unittests,com.codename1.gaming,VirtualJoystick,0,331,2,22,0,72,2,32,0,22
codenameone-core-unittests,com.codename1.gaming,Scene.ZComparator,1,19,1,3,0,3,1,2,0,1
codenameone-core-unittests,com.codename1.gaming,AnimatedSprite,22,204,7,17,3,54,7,19,0,14
codenameone-core-unittests,com.codename1.gaming,SpriteRenderer,980,90,73,1,171,30,51,13,14,13
codenameone-core-unittests,com.codename1.gaming,Sprite,24,310,3,9,8,84,8,40,5,37
codenameone-core-unittests,com.codename1.gaming,SoundEffect,25,21,2,0,6,8,4,4,3,4
codenameone-core-unittests,com.codename1.gaming,SoundPool.new VoiceCompletionListener() {...},15,6,2,0,4,1,2,1,1,1
codenameone-core-unittests,com.codename1.gaming,SoundPool.new Runnable() {...},27,0,0,0,6,0,2,0,2,0
codenameone-core-unittests,com.codename1.gaming,GameView,333,218,37,15,82,63,38,22,17,17
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,Jacobian,8,0,0,0,2,0,1,0,1,0
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,RopeJoint,63,843,6,6,18,130,14,5,8,5
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,MouseJointDef,0,26,0,0,0,8,0,1,0,1
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,GearJoint,601,1376,19,15,91,200,25,5,8,5
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,WheelJointDef,0,59,0,0,0,16,0,2,0,2
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,DistanceJoint,26,934,6,10,6,149,9,15,3,13
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,JointDef,0,18,0,0,0,7,0,1,0,1
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,ConstantVolumeJointDef,17,45,2,4,5,14,2,4,1,2
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,MouseJoint,78,551,14,16,19,89,25,7,11,6
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,FrictionJoint,107,662,22,6,21,109,23,6,9,6
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,ConstantVolumeJoint,50,884,8,52,13,104,14,31,7,8
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,PrismaticJointDef,0,78,0,0,0,20,0,2,0,2
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,FrictionJointDef,0,39,0,0,0,12,0,2,0,2
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,RopeJointDef,0,28,0,0,0,7,0,1,0,1
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,RevoluteJointDef,0,69,0,0,0,18,0,2,0,2
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,RevoluteJoint,461,1319,46,32,81,218,33,32,0,26
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,JointType,0,124,0,0,0,3,0,1,0,1
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,WheelJoint,32,1429,8,12,11,231,13,21,5,19
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,PulleyJointDef,6,103,3,3,0,25,3,3,0,3
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,WeldJoint,20,1394,6,12,5,210,9,15,3,12
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,LimitState,0,44,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,WeldJointDef,0,47,0,0,0,12,0,2,0,2
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,PulleyJoint,157,997,11,11,41,157,25,6,14,6
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,PrismaticJoint,503,1785,32,30,86,305,32,26,6,21
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,Joint,16,213,6,16,4,44,8,21,2,11
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,DistanceJointDef,0,60,0,0,0,15,0,2,0,2
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,JointEdge,0,15,0,0,0,5,0,1,0,1
codenameone-core-unittests,com.codename1.gaming.physics.box2d.dynamics.joints,GearJointDef,0,12,0,0,0,5,0,1,0,1
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner3D.AmPmRowFormatter,9,0,2,0,3,0,2,0,1,0
codenameone-core-unittests,com.codename1.ui.spinner,DateTimeSpinner,412,45,40,2,74,13,35,3,14,3
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerRenderer,232,195,28,10,42,23,17,7,1,4
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNode.new SelectionListener() {...},9,26,5,5,1,5,4,3,0,2
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNode.new DataChangedListener() {...},4,6,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui.spinner,Picker.LightweightPopupButton,0,15,0,0,0,6,0,1,0,1
codenameone-core-unittests,com.codename1.ui.spinner,Spinner,579,420,89,26,137,108,65,22,7,18
codenameone-core-unittests,com.codename1.ui.spinner,CalendarPicker,1,36,1,1,1,12,1,4,0,4
codenameone-core-unittests,com.codename1.ui.spinner,DateTimeSpinner3D,340,324,42,10,74,70,42,14,17,13
codenameone-core-unittests,com.codename1.ui.spinner,Picker.LightweightPopupButtonPlacement,3,0,0,0,1,0,1,0,1,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new ActionListener() {...},0,21,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new ActionListener() {...},0,21,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new Runnable() {...},0,16,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new ActionListener() {...},0,21,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new Command() {...},19,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new Runnable() {...},0,27,0,0,0,4,0,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new Runnable() {...},0,16,0,0,0,4,0,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new ActionListener() {...},0,21,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.new InteractionDialog() {...},0,51,3,5,0,14,3,4,0,3
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner.TimeSpinnerRenderer,21,0,4,0,6,0,3,0,1,0
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerDateModel,8,208,0,2,3,50,3,11,3,10
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNumberModel,9,239,1,11,5,55,5,18,4,13
codenameone-core-unittests,com.codename1.ui.spinner,BaseSpinner.ParentRepaintingLabel,4,4,0,0,2,2,1,1,1,1
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner3D,426,543,86,36,90,135,67,24,12,18
codenameone-core-unittests,com.codename1.ui.spinner,GenericSpinner,312,392,46,32,63,80,41,26,13,15
codenameone-core-unittests,com.codename1.ui.spinner,DateTimeRenderer,248,309,27,12,38,50,24,9,3,8
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner.TwoDigitSpinnerRenderer,0,26,1,3,0,5,1,2,0,1
codenameone-core-unittests,com.codename1.ui.spinner,Picker.1.2.new ActionListener() {...},11,23,1,1,1,4,1,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Picker.4.new Runnable() {...},0,25,1,1,0,6,1,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner3D.MonthRowFormatter,2,29,1,1,1,6,1,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner3D.MinuteRowFormatter,24,0,4,0,7,0,3,0,1,0
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.NumberModelAdapter,10,45,0,0,4,16,2,9,2,9
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.DateModelAdapter,71,45,4,0,17,16,5,8,3,8
codenameone-core-unittests,com.codename1.ui.spinner,Picker.PopupButtonActionListener,1,27,2,2,1,10,2,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner3D,684,644,80,36,120,133,75,18,18,17
codenameone-core-unittests,com.codename1.ui.spinner,Picker.new ActionListener() {...},59,12,2,0,12,1,2,1,1,1
codenameone-core-unittests,com.codename1.ui.spinner,Picker.new VirtualInputDevice() {...},0,73,0,8,0,13,0,6,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Picker.new ActionListener() {...},953,768,122,68,188,158,81,30,4,7
codenameone-core-unittests,com.codename1.ui.spinner,Picker.new Runnable() {...},72,36,5,1,13,6,3,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Picker.FixedDateGetter,0,9,0,0,0,4,0,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNode.SpinnerNodePainter,0,62,0,0,0,10,0,1,0,1
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.ScrollingContainer,0,12,0,0,0,5,0,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D,27,342,4,20,4,76,6,20,2,12
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner,303,205,38,16,56,60,37,12,12,10
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner.new SpinnerRenderer() {...},13,58,3,5,2,11,3,3,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Picker.3.new Runnable() {...},25,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNode.SpinnerRenderer,3,16,1,1,1,5,1,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner,346,371,67,25,77,100,52,15,10,11
codenameone-core-unittests,com.codename1.ui.spinner,NumericSpinner,74,226,5,27,7,56,8,24,3,13
codenameone-core-unittests,com.codename1.ui.spinner,Spinner.new SpinnerRenderer() {...},13,43,2,2,1,9,2,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,SpinnerNode,197,897,30,41,41,188,27,40,5,26
codenameone-core-unittests,com.codename1.ui.spinner,BaseSpinner,47,88,3,5,10,27,5,7,2,6
codenameone-core-unittests,com.codename1.ui.spinner,DurationSpinner3D,73,478,24,24,9,85,24,5,0,5
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.new ScrollListener() {...},0,13,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.new ScrollListener() {...},0,12,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.new Scene() {...},0,32,0,0,0,7,0,3,0,3
codenameone-core-unittests,com.codename1.ui.spinner,Spinner3D.new Spinner3D.ScrollingContainer() {...},46,50,4,0,7,9,3,4,1,4
codenameone-core-unittests,com.codename1.ui.spinner,TimeSpinner3D.HourRowFormatter,9,0,2,0,3,0,2,0,1,0
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner3D.DayRowFormatter,2,7,1,1,1,2,1,1,0,1
codenameone-core-unittests,com.codename1.ui.spinner,Picker,438,876,80,98,116,222,92,76,32,43
codenameone-core-unittests,com.codename1.ui.spinner,DateSpinner3D.YearRowFormatter,2,7,1,1,1,2,1,1,0,1
codenameone-core-unittests,com.codename1.gaming.physics.box2d.collision.broadphase,Pair,3,30,2,6,0,6,2,4,0,2
codenameone-core-unittests,com.codename1.gaming.physics.box2d.collision.broadphase,DynamicTreeNode,7,18,0,2,3,3,2,3,2,2
codenameone-core-unittests,com.codename1.gaming.physics.box2d.collision.broadphase,BroadPhase,70,371,10,28,15,83,10,28,1,18
codenameone-core-unittests,com.codename1.gaming.physics.box2d.collision.broadphase,DynamicTree,890,1657,233,159,140,351,165,57,8,18
codenameone-core-unittests,com.codename1.gaming.physics.box2d.collision.broadphase,DynamicTree.TreeNodeStack,29,62,4,4,4,14,4,6,0,6
codenameone-core-unittests,com.codename1.calendar,CalendarCapabilities,10,61,3,5,2,13,5,5,2,4
codenameone-core-unittests,com.codename1.calendar,CalDavAuthentication.new CalDavAuthentication() {...},32,0,0,0,2,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,CalDavAuthentication.new CalDavAuthentication() {...},34,0,0,0,5,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,CalendarSource,137,68,14,6,34,19,32,5,22,5
codenameone-core-unittests,com.codename1.calendar,DefaultCalendarHttpTransport.new ConnectionRequest() {...},153,0,12,0,32,0,16,0,10,0
codenameone-core-unittests,com.codename1.calendar,CalendarDateUtil,70,315,14,42,14,56,15,23,1,9
codenameone-core-unittests,com.codename1.calendar,CalendarRecurrenceRule.Frequency,0,44,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,CalendarChange.EntityType,0,34,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,CalDavAuthentication,83,286,26,36,19,59,24,22,3,12
codenameone-core-unittests,com.codename1.calendar,CalendarError,0,154,0,0,0,16,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,CalendarEvent.Status,0,34,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,CalendarMutationScope,0,34,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,CalendarSyncEngine.new SuccessCallback() {...},16,71,3,1,3,11,2,2,0,2
codenameone-core-unittests,com.codename1.calendar,CalendarSyncEngine.new SuccessCallback() {...},69,15,4,0,17,1,3,1,1,1
codenameone-core-unittests,com.codename1.calendar,CalendarSyncEngine.new SuccessCallback() {...},8,45,0,0,3,9,0,2,0,2
codenameone-core-unittests,com.codename1.calendar,CalendarSyncEngine.new SuccessCallback() {...},11,33,2,2,3,4,2,2,0,2
codenameone-core-unittests,com.codename1.calendar,CalendarSyncEngine.new SuccessCallback() {...},0,15,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.calendar,CalendarSyncEngine.new SuccessCallback() {...},6,9,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.new SuccessCallback() {...},28,0,0,0,6,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.new SuccessCallback() {...},58,0,2,0,11,0,3,0,2,0
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.new SuccessCallback() {...},14,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.new SuccessCallback() {...},14,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.new SuccessCallback() {...},35,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.new SuccessCallback() {...},28,0,0,0,6,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.new SuccessCallback() {...},6,54,0,2,3,8,0,3,0,2
codenameone-core-unittests,com.codename1.calendar,CalendarSyncResult,0,35,0,0,0,11,0,7,0,7
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.new SuccessCallback() {...},6,48,1,1,2,6,1,2,0,2
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.new SuccessCallback() {...},35,15,6,0,7,1,4,1,1,1
codenameone-core-unittests,com.codename1.calendar,ICalendarCodec.Property,0,14,0,0,0,5,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,CalendarEvent,40,233,7,7,12,76,13,43,6,43
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},4,114,7,11,2,13,6,5,0,2
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},14,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},35,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},63,0,2,0,5,0,3,0,2,0
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},58,0,2,0,10,0,3,0,2,0
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},7,92,3,5,4,16,3,3,0,2
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},63,0,2,0,5,0,3,0,2,0
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},56,0,2,0,9,0,3,0,2,0
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},99,0,8,0,20,0,6,0,2,0
codenameone-core-unittests,com.codename1.calendar,CalendarManager,116,0,10,0,21,0,13,0,8,0
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.11.new SuccessCallback() {...},6,56,3,5,1,7,3,3,0,2
codenameone-core-unittests,com.codename1.calendar,CalendarEvent.Availability,0,54,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,ICalendarCodec.Component,0,64,0,8,0,16,0,7,0,3
codenameone-core-unittests,com.codename1.calendar,ICalendarCodec,455,2113,126,230,85,363,108,115,3,42
codenameone-core-unittests,com.codename1.calendar,CalendarConference,37,16,2,0,13,5,9,3,8,3
codenameone-core-unittests,com.codename1.calendar,OAuthCalendarSource.6.new SuccessCallback() {...},0,62,2,6,0,7,2,4,0,2
codenameone-core-unittests,com.codename1.calendar,OAuthCalendarSource.6.new SuccessCallback() {...},6,6,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.calendar,OidcCalendarTokenProvider.new SuccessCallback() {...},27,0,0,0,6,0,2,0,2,0
