GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
codenameone-core-unittests,com.codename1.io.services,RSSService.new XMLParser() {...},167,0,38,0,33,0,24,0,5,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService,1095,0,112,0,283,0,102,0,46,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},42,0,2,0,7,0,3,0,2,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},55,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},45,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},60,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},67,0,6,0,10,0,5,0,2,0
codenameone-core-unittests,com.codename1.io.services,ImageDownloadService.new Runnable() {...},23,0,2,0,6,0,3,0,2,0
codenameone-core-unittests,com.codename1.io.services,TwitterRESTService.new ConnectionRequest() {...},23,0,2,0,6,0,3,0,2,0
codenameone-core-unittests,com.codename1.io.services,RSSService.new RuntimeException() {...},6,0,0,0,1,0,1,0,1,0
codenameone-core-unittests,com.codename1.io.services,CachedDataService,125,0,16,0,38,0,15,0,7,0
codenameone-core-unittests,com.codename1.io.services,TwitterRESTService,162,0,4,0,36,0,12,0,10,0
codenameone-core-unittests,com.codename1.io.services,RSSService,277,0,24,0,69,0,23,0,11,0
codenameone-core-unittests,com.codename1.io.services,CachedData,86,0,0,0,30,0,15,0,15,0
codenameone-core-unittests,com.codename1.io.tar,TarOutputStream,181,0,16,0,40,0,15,0,7,0
codenameone-core-unittests,com.codename1.io.tar,TarConstants,3,0,0,0,1,0,1,0,1,0
codenameone-core-unittests,com.codename1.io.tar,TarInputStream,330,0,48,0,82,0,36,0,12,0
codenameone-core-unittests,com.codename1.io.tar,TarUtils,95,0,12,0,22,0,10,0,4,0
codenameone-core-unittests,com.codename1.io.tar,TarHeader,114,0,12,0,25,0,9,0,3,0
codenameone-core-unittests,com.codename1.io.tar,Octal,177,0,20,0,37,0,15,0,5,0
codenameone-core-unittests,com.codename1.io.tar,TarEntry,566,0,18,0,126,0,37,0,28,0
codenameone-core-unittests,com.codename1.ui.html,HTMLForm.NamedCommand,44,0,2,0,15,0,5,0,4,0
codenameone-core-unittests,com.codename1.ui.html,HTMLComponent.new Runnable() {...},22,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.html,HTMLComponent.new Runnable() {...},27,0,0,0,5,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.html,HTMLComponent.new Runnable() {...},22,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.html,HTMLComponent.new Runnable() {...},16,0,0,0,3,0,2,0,2,0
